TAG,COUNTY_ID,COUNTY,TOWN_ID,TOWN,FLD01,FLD02,FLD03,FLD04,FLD05,FLD06,FLD07,FLD08,INFO_TIME
標籤,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數,資料時間
,10014,臺東縣,10014010,臺東市,24007,14731959,614,430,206,807,650.67,106.03,"109Y"
,10014,臺東縣,10014020,成功鎮,2037,1021338,501,351,180,612,910.33,181.56,"109Y"
,10014,臺東縣,10014030,關山鎮,1578,841218,533,390,197,650,544.83,102.2,"109Y"
,10014,臺東縣,10014040,卑南鄉,2772,1383901,499,367,186,627,572.59,114.69,"109Y"
,10014,臺東縣,10014100,大武鄉,852,412008,484,374,191,619,467.34,96.64,"109Y"
,10014,臺東縣,10014090,太麻里鄉,1582,761639,481,381,195,604,472.35,98.11,"109Y"
,10014,臺東縣,10014070,東河鄉,1068,536410,502,348,182,609,965.19,192.17,"109Y"
,10014,臺東縣,10014080,長濱鄉,960,415638,433,329,155,559,474.33,109.56,"109Y"
,10014,臺東縣,10014050,鹿野鄉,1165,589134,506,369,182,620,588.27,116.33,"109Y"
,10014,臺東縣,10014060,池上鄉,1264,650879,515,362,174,654,551.22,107.05,"109Y"
,10014,臺東縣,10014110,綠島鄉,926,598741,647,465,202,890,678.72,104.97,"109Y"
,10014,臺東縣,10014130,延平鄉,608,290044,477,394,232,633,401.02,84.06,"109Y"
,10014,臺東縣,10014120,海端鄉,670,321704,480,407,236,629,362.74,75.55,"109Y"
,10014,臺東縣,10014150,達仁鄉,529,268234,507,422,250,636,419.62,82.76,"109Y"
,10014,臺東縣,10014140,金峰鄉,577,288885,501,419,234,664,395.36,78.97,"109Y"
,10014,臺東縣,10014160,蘭嶼鄉,865,458622,530,394,181,729,549.62,103.66,"109Y"
X,10014,臺東縣,10014999,其他,1,2,2,2,2,2,0,0,"109Y"
,10015,花蓮縣,10015010,花蓮市,27569,17713735,643,424,200,819,772.9,120.29,"109Y"
,10015,花蓮縣,10015070,光復鄉,2264,1074732,475,352,182,593,487.87,102.77,"109Y"
,10015,花蓮縣,10015030,玉里鎮,4378,2366898,541,370,179,676,642.38,118.82,"109Y"
,10015,花蓮縣,10015040,新城鄉,4891,2738875,560,415,196,733,600.06,107.16,"109Y"
,10015,花蓮縣,10015050,吉安鄉,22400,13218779,590,409,197,762,657.86,111.48,"109Y"
,10015,花蓮縣,10015060,壽豐鄉,3456,1769446,512,357,177,609,640.27,125.05,"109Y"
,10015,花蓮縣,10015020,鳳林鎮,2161,1105396,512,373,184,667,543.73,106.3,"109Y"
,10015,花蓮縣,10015080,豐濱鄉,665,261237,393,322,148,500,410.98,104.62,"109Y"
,10015,花蓮縣,10015090,瑞穗鄉,1875,916429,489,351,170,601,616.39,126.11,"109Y"
,10015,花蓮縣,10015100,富里鄉,1518,696089,459,330,166,580,484.79,105.72,"109Y"
,10015,花蓮縣,10015110,秀林鄉,3184,1405155,441,364,177,568,404.8,91.73,"109Y"
,10015,花蓮縣,10015120,萬榮鄉,1209,491073,406,334,182,520,347.71,85.6,"109Y"
,10015,花蓮縣,10015130,卓溪鄉,1044,455126,436,379,209,566,332.95,76.37,"109Y"
X,10015,花蓮縣,10015999,其他,2,878,439,439,357,521,232.89,53.07,"109Y"
,10016,澎湖縣,10016010,馬公市,17557,12588805,717,546,281,931,723.82,100.95,"109Y"
,10016,澎湖縣,10016020,湖西鄉,3833,2335691,609,492,259,774,537.06,88.14,"109Y"
,10016,澎湖縣,10016030,白沙鄉,1975,1168496,592,472,222,749,563.82,95.3,"109Y"
,10016,澎湖縣,10016040,西嶼鄉,1469,906523,617,472,222,807,655.54,106.23,"109Y"
,10016,澎湖縣,10016050,望安鄉,1189,737959,621,491,222,836,597.75,96.31,"109Y"
,10016,澎湖縣,10016060,七美鄉,797,541964,680,518,249,871,816.31,120.04,"109Y"
X,10016,澎湖縣,10016999,其他,1,1000,1000,1000,1000,1000,0,0,"109Y"
,10017,基隆市,10017010,中正區,14123,7924668,561,386,194,724,655.15,116.76,"109Y"
,10017,基隆市,10017020,七堵區,16410,9459458,576,387,193,723,699.98,121.43,"109Y"
,10017,基隆市,10017030,暖暖區,11799,6929318,587,393,195,741,715.89,121.9,"109Y"
,10017,基隆市,10017040,仁愛區,11428,7231694,633,416,201,816,732.19,115.7,"109Y"
,10017,基隆市,10017050,中山區,12950,7155089,553,385,198,701,607.35,109.92,"109Y"
,10017,基隆市,10017060,安樂區,25215,16493785,654,434,213,841,789.31,120.67,"109Y"
,10017,基隆市,10017070,信義區,16527,10370581,627,423,204,802,734.46,117.05,"109Y"
X,10017,基隆市,10017999,其他,5,4544,909,186,14,1033,1408.53,155,"109Y"
,10018,新竹市,10018010,東區,67144,94805228,1412,741,297,1828,2266.21,160.5,"109Y"
,10018,新竹市,10018020,北區,45155,39887419,883,507,230,1054,1445.57,163.65,"109Y"
,10018,新竹市,10018030,香山區,23613,18528539,785,471,222,964,1131.84,144.24,"109Y"
X,10018,新竹市,10018999,其他,1,14854,14854,14854,14854,14854,0,0,"109Y"
,10020,嘉義市,10020010,東區,32012,23519421,735,465,213,925,949.85,129.28,"109Y"
,10020,嘉義市,10020020,西區,36057,24043664,667,439,203,860,783.31,117.47,"109Y"
X,10020,嘉義市,10020999,其他,4,2829,707,784,592,899,270.99,38.32,"109Y"
,09020,金門縣,09020010,金城鎮,13318,9877205,742,533,248,980,819.59,110.51,"109Y"
,09020,金門縣,09020040,金寧鄉,9713,6773834,697,497,239,898,787.48,112.92,"109Y"
,09020,金門縣,09020030,金湖鎮,9630,7027562,730,542,268,916,837.93,114.82,"109Y"
,09020,金門縣,09020020,金沙鎮,6207,4265300,687,493,241,876,752.67,109.53,"109Y"
,09020,金門縣,09020050,烈嶼鄉,3837,2570497,670,495,247,832,746.46,111.42,"109Y"
,09020,金門縣,09020060,烏坵鄉,205,147673,720,580,302,1002,595.44,82.66,"109Y"
X,09020,金門縣,09020999,其他,2,662,331,331,329,332,4.36,1.32,"109Y"
,09007,連江縣,09007010,南竿鄉,2669,2155086,807,627,341,1042,755.36,93.55,"109Y"
,09007,連江縣,09007020,北竿鄉,886,617996,698,530,303,874,625.63,89.7,"109Y"
,09007,連江縣,09007030,莒光鄉,531,422237,795,613,350,997,718.12,90.31,"109Y"
,09007,連江縣,09007040,東引鄉,592,436789,738,650,418,920,531.77,72.07,"109Y"
